于光纾	65	71.3	136.3
于骁光	60.5	86.9	147.4
于涂光	61	74.6	135.6
于辉光	61	87.5	148.5
于牧光	62	85.6	147.6
于光颖	22	74.2	96.2
于承光	62	85.6	147.6
于兑光	62	79.9	141.9
于光暄	63	66.6	129.6
于来光	22	85.6	107.6
于选光	62	78.1	140.1
于雄光	60.5	91.3	151.8
于铁光	63.5	78.6	142.1
于齐光	62	79.4	141.4
于光昶	24	82.0	106.0
于光昱	24	82.0	106.0
于晁光	63	79.6	142.6
于光剑	62	82.2	144.2
于光之	23	76.3	99.3
于光健	25.5	70.1	95.6
于光晗	25.5	70.1	95.6
于光蒋	22	70.5	92.5
于光晖	63	66.6	129.6
于艮光	22	77.3	99.3
于光晁	65	71.3	136.3
于光晔	22	74.2	96.2
于光建	24	82.0	106.0
于光旺	24	72.3	96.3
于沈光	62	85.6	147.6
于金光	62	85.6	147.6
于锦光	62	72.8	134.8
于垂光	62	85.6	147.6
于光聪	62	70.5	132.5
于光晟	25.5	70.1	95.6
于茵光	20.5	91.3	111.8
于光东	24	72.3	96.3
于光格	25	71.3	96.3
于茂光	23.5	70.4	93.9
于耀光	23	82.8	105.8
于光董	22	82.2	104.2
于光炀	23	66.6	89.6
于光晶	22.5	81.3	103.8
于蔷光	22	78.1	100.1
于光语	23	75.7	98.7
于光洞	65	71.3	136.3
于橙光	22	72.8	94.8
于咏光	22	85.6	107.6
于淳光	60.5	91.3	151.8
于庭光	23	79.6	102.6
于光学	62	74.2	136.2
于光绚	62.5	81.3	143.8
于轮光	21	87.5	108.5
于睿光	62	79.4	141.4
于铜光	62	79.4	141.4
于光锦	62	74.2	136.2
于光津	65	71.3	136.3
于光金	64	72.3	136.3
于光演	62	82.2	144.2
于光岩	24	72.3	96.3
于川光	61	74.9	135.9
于光晋	25	71.3	96.3
于光炎	24	72.3	96.3
于光进	22	82.2	104.2
于光颜	24	72.6	96.6
于光泓	64	82.0	146.0
于光兑	62	81.3	143.3
于光堆	25.5	70.1	95.6
于双光	62	85.5	147.5
于绅光	63.5	70.4	133.9
于光洁	62	74.2	136.2
于子光	61	74.9	135.9
于礼光	22	85.5	107.5
于梓光	23.5	70.4	93.9
于淞光	60.5	91.3	151.8
于缁光	22	79.4	101.4
于光焘	24	72.6	96.6
于光凤	63	75.7	138.7
于光样	22	82.2	104.2
于光丞	62	77.3	139.3
于绸光	62	79.4	141.4
于正光	61	77.0	138.0
于光朵	22	77.3	99.3
于士光	61	74.9	135.9
于光洋	65	71.3	136.3
于光杰	22.5	81.3	103.8
于滢光	62	78.1	140.1
于光昊	24	72.3	96.3
于光阳	22	70.5	92.5
于胜光	60.5	91.3	151.8
于凤光	62	79.4	141.4
于光恩	25	71.3	96.3
于昱光	22	87.6	109.6
于蕃光	22	85.5	107.5
于豪光	62	79.4	141.4
于博光	60.5	91.3	151.8
于篇光	21	87.5	108.5
于竺光	22	85.6	107.6
于昊光	22	85.6	107.6
于茜光	20.5	91.3	111.8
于荣光	22	79.4	101.4
于湄光	61	74.6	135.6
于光谦	22	70.5	92.5
于光雨	64	72.3	136.3
于兵光	62	79.9	141.9
于彦光	22	87.6	109.6
于菡光	22	79.4	101.4
于炳光	22	87.6	109.6
于震光	61	87.5	148.5
于圻光	22	79.9	101.9
于有光	22	77.3	99.3
于光绥	63	66.6	129.6
于莉光	21	74.6	95.6
于珂光	23	79.6	102.6
于展光	23	79.6	102.6
于丞光	62	77.3	139.3
于良光	22	79.9	101.9
于缜光	62	72.8	134.8
于济光	62	85.5	147.5
于尚光	62	85.6	147.6
于崇光	63.5	70.4	133.9
于光溱	63	75.7	138.7
于光植	22.5	81.3	103.8
于油光	62	87.6	149.6
于绣光	62	85.5	147.5
于起光	23	79.6	102.6
于芍光	22	87.6	109.6
于益光	23	79.6	102.6
于科光	22	87.6	109.6
于文光	62	81.5	143.5
于盛光	60.5	91.3	151.8
于永光	61	77.0	138.0
于磊光	21	87.5	108.5
于旭光	22	77.3	99.3
于奇光	22	85.6	107.6
于裕光	61	74.6	135.6
于蒙光	62	72.8	134.8
于坊光	22	79.9	101.9
于素光	63	79.6	142.6
于光蕤	24	72.6	96.6
于光昕	24	72.3	96.3
于祖光	63	79.6	142.6
于光圯	22	77.3	99.3
于藩光	63.5	78.6	142.1
于光圻	22	81.3	103.3
于洪光	63	79.6	142.6
于光钢	62	74.2	136.2
于汪光	62	85.6	147.6
于晖光	61	74.6	135.6
于光篆	22	82.2	104.2
于光驰	23	66.6	89.6
于垒光	22	85.5	107.5
于宣光	62	87.6	149.6
于会光	61	74.6	135.6
于光埕	25	71.3	96.3
于业光	21	74.6	95.6
于宏光	62	79.9	141.9
于群光	21	74.6	95.6
于勇光	22	87.6	109.6
于光绫	23	75.7	98.7
于光备	62.5	81.3	143.8
于光绯	63	75.7	138.7
于光本	22	72.4	94.4
于光歌	23	75.7	98.7
于目光	61	77.0	138.0
于颜光	22	85.5	107.5
于函光	62	85.6	147.6
于光村	22	81.3	103.3
于光栅	24	82.0	106.0
于光缁	23	75.7	98.7
于沥光	63	82.8	145.8
于光苓	25.5	70.1	95.6
于飞光	62	87.6	149.6
于光钊	65	71.3	136.3
于超光	60.5	91.3	151.8
于索光	63	79.6	142.6
于闲光	60.5	91.3	151.8
于光薄	64	74.0	138.0
于光宝	25	75.0	100.0
于穆光	62	72.8	134.8
于光荞	24	72.6	96.6
于光柑	24	82.0	106.0
于圭光	22	77.3	99.3
于光荃	22.5	81.3	103.8
于秀光	62	79.9	141.9
于蒂光	21	87.5	108.5
于光荧	23	75.7	98.7
于光竹	22	77.3	99.3
于光臻	22	74.2	96.2
于光澄	62	74.2	136.2
于光秤	65	71.3	136.3
于光荥	63	75.7	138.7
于衡光	22	72.8	94.8
于光高	25	71.3	96.3
于光诚	63	75.7	138.7
于光纲	23	75.7	98.7
于光世	62	72.4	134.4
于光茜	22.5	81.3	103.8
于心光	62	81.5	143.5
于光刚	65	71.3	136.3
于光橙	22	74.2	96.2
于棱光	20.5	91.3	111.8
于光稠	63	66.6	129.6
于壁光	22	72.8	94.8
于光兵	62	81.3	143.3
于光炳	24	82.0	106.0
于淄光	60.5	91.3	151.8
于光秉	64	72.3	136.3
于山光	21	74.9	95.9
于光彬	25.5	70.1	95.6
于光斌	65.5	70.1	135.6
于蔚光	22	69.0	91.0
于光浮	65.5	70.1	135.6
于光泳	64	82.0	146.0
